test_case,call_number,latency,result
3,47,0.08126711845397949,REAL
3,48,0.20647192001342773,REAL
3,49,0.12633895874023438,REAL
3,50,0.11178898811340332,REAL
3,51,0.22373032569885254,REAL
3,52,0.08710503578186035,REAL
3,53,0.10031795501708984,REAL
3,54,0.07942390441894531,REAL
3,55,0.07152986526489258,REAL
3,56,0.16399312019348145,REAL
3,57,0.10742998123168945,REAL
3,58,0.09249997138977051,REAL
3,59,0.10741686820983887,REAL
3,60,0.338259220123291,REAL
3,61,0.14017891883850098,REAL
3,62,0.13229990005493164,REAL
3,63,0.3710629940032959,REAL
3,64,0.16558480262756348,REAL
3,65,0.2301502227783203,REAL
3,66,0.0763697624206543,REAL
3,67,0.0745692253112793,REAL
3,68,0.2610340118408203,REAL
3,69,0.10631585121154785,REAL
3,70,0.2830991744995117,REAL
3,71,0.26593828201293945,REAL
3,72,0.21547174453735352,REAL
3,73,0.2066209316253662,REAL
3,74,0.09199833869934082,REAL
3,75,0.12861275672912598,REAL
3,76,0.0962228775024414,REAL
3,77,0.1918802261352539,REAL
3,78,0.09799408912658691,REAL
3,79,0.12849879264831543,REAL
3,80,0.10105299949645996,REAL
3,81,0.20505404472351074,REAL
3,82,0.08024215698242188,REAL
3,83,0.09498786926269531,REAL
3,84,0.07373499870300293,REAL
3,85,0.08692002296447754,REAL
3,86,0.14542889595031738,REAL
3,87,0.06784725189208984,REAL
3,88,0.08727908134460449,REAL
3,89,0.3655850887298584,REAL
3,90,0.0962979793548584,REAL
3,91,0.09764575958251953,REAL
3,92,0.12450361251831055,REAL
3,93,0.06852102279663086,REAL
3,94,0.21168208122253418,REAL
3,95,0.11573600769042969,REAL
3,96,0.16007494926452637,REAL
3,97,0.24701595306396484,REAL
3,98,0.10696792602539062,REAL
3,99,0.11043620109558105,REAL
3,100,0.0579679012298584,REAL
4,1,0.06142592430114746,REAL
4,2,0.15217280387878418,REAL
4,3,0.1940920352935791,REAL
4,4,0.317324161529541,REAL
4,5,0.1728813648223877,REAL
4,6,0.062406063079833984,REAL
4,7,0.07518887519836426,REAL
4,8,0.06429386138916016,REAL
4,9,0.18886899948120117,REAL
4,10,0.10441279411315918,REAL
4,11,0.10074090957641602,REAL
4,12,0.07659006118774414,REAL
4,13,0.2253251075744629,REAL
4,14,0.07608199119567871,REAL
4,15,0.0650489330291748,REAL
4,16,0.07409787178039551,REAL
4,17,0.07850289344787598,REAL
4,18,0.07620906829833984,REAL
4,19,0.12885594367980957,REAL
4,20,0.07611608505249023,REAL
4,21,0.08732295036315918,REAL
4,22,0.07790422439575195,REAL
4,23,0.09600400924682617,REAL
4,24,0.0745391845703125,REAL
4,25,0.1573021411895752,REAL
4,26,0.09738898277282715,REAL
4,27,0.11478018760681152,REAL
4,28,0.09924197196960449,REAL
4,29,0.17048192024230957,REAL
4,30,0.07308602333068848,REAL
4,31,0.0657041072845459,REAL
4,32,0.10221099853515625,REAL
4,33,0.07419276237487793,REAL
4,34,0.06622719764709473,REAL
4,35,0.1611337661743164,REAL
4,36,0.13391375541687012,REAL
4,37,0.09141707420349121,REAL
4,38,0.09725594520568848,REAL
4,39,0.2626650333404541,REAL
4,40,0.19620609283447266,REAL
4,41,0.08681297302246094,REAL
4,42,0.167266845703125,REAL
4,43,0.08429098129272461,REAL
4,44,0.07643604278564453,REAL
4,45,0.08140993118286133,REAL
4,46,0.07801198959350586,REAL
4,47,0.17344117164611816,REAL
4,48,0.07912206649780273,REAL
4,49,0.07742571830749512,REAL
4,50,0.13930106163024902,REAL
4,51,0.07496237754821777,REAL
4,52,0.17969679832458496,REAL
4,53,0.09853482246398926,REAL
4,54,0.09293484687805176,REAL
4,55,0.08725905418395996,REAL
4,56,0.07581901550292969,REAL
4,57,0.16709303855895996,REAL
4,58,0.08684206008911133,REAL
4,59,0.0934610366821289,REAL
4,60,0.08453702926635742,REAL
4,61,0.1145021915435791,REAL
4,62,0.26125597953796387,REAL
4,63,0.07390809059143066,REAL
4,64,0.09134292602539062,REAL
4,65,0.07872986793518066,REAL
4,66,0.21027684211730957,REAL
4,67,0.10152101516723633,REAL
4,68,0.12667489051818848,REAL
4,69,0.22094988822937012,REAL
4,70,0.13750290870666504,REAL
4,71,0.07630681991577148,REAL
4,72,0.4076077938079834,REAL
4,73,0.07831287384033203,REAL
4,74,0.10645794868469238,REAL
4,75,0.23580598831176758,REAL
4,76,0.2280890941619873,REAL
4,77,0.1585681438446045,REAL
4,78,0.36285400390625,REAL
4,79,0.08805298805236816,REAL
4,80,0.07960915565490723,REAL
4,81,0.20000219345092773,REAL
4,82,0.09877300262451172,REAL
4,83,0.07519912719726562,REAL
4,84,0.10150003433227539,REAL
4,85,0.2126309871673584,REAL
4,86,0.06422305107116699,REAL
4,87,0.09118819236755371,REAL
4,88,0.06955099105834961,REAL
4,89,0.08113503456115723,REAL
4,90,0.23473191261291504,REAL
4,91,0.0793161392211914,REAL
4,92,0.07898902893066406,REAL
4,93,0.0845649242401123,REAL
4,94,0.2290346622467041,REAL
4,95,0.07136178016662598,REAL
4,96,0.08340883255004883,REAL
4,97,0.09749102592468262,REAL
4,98,0.07997488975524902,REAL
4,99,0.08963990211486816,REAL
4,100,0.17415904998779297,REAL
